:START_ID(Document),:END_ID(Organization),:TYPE
具有高水平人造血免疫细胞长期重建的人源化猪模型的构建和评价研究,吉林大学,PUBLISHED_BY
拖延行为的多模态神经基础与神经调控,西南大学,PUBLISHED_BY
基于机器视觉的自动装车机系统设计,齐鲁工业大学,PUBLISHED_BY
基于深度强化学习的多无人机电子对抗决策算法研究,中国科学院大学(中国科学院长春光学精密机械与物理研究所),PUBLISHED_BY
基于强化学习和变换神经网络的无信号交叉口自动驾驶决策研究,吉林大学,PUBLISHED_BY
基于多模态MRI深度学习预测甲状腺乳头状癌中央区淋巴结转移研究,江南大学,PUBLISHED_BY
三组分和碱/碱土金属对生物质与废塑料共气化过程影响及共气化催化强化研究,重庆大学,PUBLISHED_BY
14-3-3蛋白影响牙髓干细胞焦亡的作用研究,中国福建厦门,PUBLISHED_BY
胖东来商贸集团公司零售市场营销策略研究,西安理工大学,PUBLISHED_BY
赛博空间认知的注意力机制推理技术研究,北京邮电大学,PUBLISHED_BY
开放引进与自主研发：中国芯片业的发展历程,天津大学,PUBLISHED_BY
H物业公司服务质量提升策略研究,广西大学,PUBLISHED_BY
儿童睡眠健康的研究新进展,中国上海,PUBLISHED_BY
基于DeepLabV3+模型的街景影像语义分割方法研究,东华理工大学,PUBLISHED_BY
钯催化的串联环化反应在含氮杂环合成中的应用研究,江西师范大学,PUBLISHED_BY
Fe基氧化物复合材料的制备与性能研究,上海工程技术大学,PUBLISHED_BY
大气污染和极端气温对居民心脑血管疾病死亡的健康风险研究,东南大学,PUBLISHED_BY
口腔手术机器人辅助显微根尖手术的体外研究,佳木斯大学,PUBLISHED_BY
妇科癌症患者社会疏离现状及影响因素作用路径研究,兰州大学,PUBLISHED_BY
基于CRISPR/Cas9技术的双酚F暴露对肝脂质代谢影响研究,南京医科大学,PUBLISHED_BY
蜜蜂采集油茶蜜粉中毒机理解析,江西农业大学,PUBLISHED_BY
基于强化学习的智能蓝军电子对抗协同决策研究,中国科学院大学(中国科学院长春光学精密机械与物理研究所),PUBLISHED_BY
基于图像处理的钢轨表面缺陷检测系统设计,石家庄铁道大学,PUBLISHED_BY
镍基催化剂的界面构筑及其电解制氢耦合反应的性能研究,武汉科技大学,PUBLISHED_BY
X互联网保险公司新媒体数字化营销策略研究,大连海事大学,PUBLISHED_BY
产妇移动健康服务使用行为的影响因素探究及社群干预实践,深圳大学,PUBLISHED_BY
基于自然语言处理的方剂功效分类研究,湖南中医药大学,PUBLISHED_BY
基于移动边缘计算的端边协同联邦学习框架,南昌大学,PUBLISHED_BY
基于前体供给策略强化酿酒酵母合成S-腺苷蛋氨酸,江南大学,PUBLISHED_BY
基于乡村社区治理的纪实影像平台设计研究,武汉纺织大学,PUBLISHED_BY
面向传染病风险防控的地铁公共卫生安全系统研究,武汉理工大学,PUBLISHED_BY
数字时代法院信息化建设的影响因素及对策研究,山西财经大学,PUBLISHED_BY
聚多巴胺包覆金纳米棒的制备及多效协同抗肿瘤性能研究,河南大学,PUBLISHED_BY
聚4-羟基丁酸酯电纺纳米纤维作为人工硬膜替代品,青岛科技大学,PUBLISHED_BY
基于河北康保地区的太阳能潜能分析及短期光电功率预测研究,西安建筑科技大学,PUBLISHED_BY
代谢工程改造酿酒酵母高效合成视黄醇,江南大学,PUBLISHED_BY
考虑物流服务水平和促销努力的生鲜农产品多级供应链协调研究,桂林电子科技大学,PUBLISHED_BY
传染病异质性模型动力学分析及干预优化,中北大学,PUBLISHED_BY
茶叶中糖苷类香气前体物的化学合成及应用研究,安徽农业大学,PUBLISHED_BY
TKET公司软件外包业务营销策略研究,大连海事大学,PUBLISHED_BY
太极(八法五步)对女大学生负性情绪的干预研究,中国天津,PUBLISHED_BY
兰州市城乡居民门诊慢特病医疗保险政策及患者费用研究,甘肃中医药大学,PUBLISHED_BY
数字化水平对外商直接投资规模的影响,云南财经大学,PUBLISHED_BY
基于机器视觉的物流分拣系统研究与应用,江南大学,PUBLISHED_BY
苹果树叶病害图像分割与识别研究,兰州大学,PUBLISHED_BY
人源布鲁氏菌分型及耐药性监测与分离株比较基因组学分析,内蒙古农业大学,PUBLISHED_BY
青年乳腺癌晚期患者临终关怀个案工作实务研究,井冈山大学,PUBLISHED_BY
基于知识图谱的肝脏疾病问答系统的研究与实现,中北大学,PUBLISHED_BY
基于NLP的医疗知识图谱构建及智能问诊平台应用,东华理工大学,PUBLISHED_BY
主题视角下医学人工智能领域科学-技术关联研究,华中科技大学,PUBLISHED_BY
胃癌患者围手术期症状群及其对生活质量影响的纵向研究,山东大学,PUBLISHED_BY
数字经济对经济高质量发展的影响研究,江西财经大学,PUBLISHED_BY
靶向GPC-3的多肽衍生物设计、合成和抗肿瘤活性研究,中国人民解放军海军军医大学,PUBLISHED_BY
基于IMB技巧模型的微信平台延续性护理在COPD患者中的应用研究,山西医科大学,PUBLISHED_BY
四维三分量地震学和储层动态表征法——地震普查,美国得克萨斯州达拉斯市,PUBLISHED_BY
模拟实践报告,广东外语外贸大学,PUBLISHED_BY
基于多源数据的城市传统风貌识别方法研究,北京建筑大学,PUBLISHED_BY
基于鲁棒优化的园区综合能源系统低碳运行策略与方法,浙江大学,PUBLISHED_BY
人工智能在商业银行经营管理中的应用研究,江西财经大学,PUBLISHED_BY
传染病接触者数字追踪模型与管控策略研究,河南工业大学,PUBLISHED_BY
基于空间关系挖掘的遥感影像场景语义理解,武汉大学,PUBLISHED_BY
两类具有饱和接触率的年龄结构传染病模型的行波解,东北师范大学,PUBLISHED_BY
基于机器视觉的大尺寸工件圆孔测量系统的研究与设计,东华理工大学,PUBLISHED_BY
腐败希瓦氏菌同位产电及回收重金属研究,云南大学,PUBLISHED_BY
中邦干细胞医疗技术研究应用前景的可行性分析,中国北京,PUBLISHED_BY
CVOCs微波催化氧化过程的催化剂失活行为及解决策略研究,河北科技大学,PUBLISHED_BY
基于掺杂的金属氧化物缺陷调控和二维电催化剂材料设计的理论研究,中国科学技术大学,PUBLISHED_BY
JCKJ公司客户流失分析及对策研究,西北师范大学,PUBLISHED_BY
几类随机传染病模型的灭绝性与持久性,山西师范大学,PUBLISHED_BY
欣氏博德特氏菌ATCC 51730脂多糖O-抗原化学合成研究,江西师范大学,PUBLISHED_BY
亚胺类共价有机骨架的制备及其光催化性能研究,河北工业大学,PUBLISHED_BY
乳腺癌患者配偶心理一致感现状及影响因素研究,新乡医学院,PUBLISHED_BY
基于数据驱动的电梯安全风险要素识别与预警研究,中国矿业大学(北京),PUBLISHED_BY
图匹配算法研究及其在遥感图像匹配中的应用,中国地质大学(北京),PUBLISHED_BY
X少儿编程培训机构战略研究,广西大学,PUBLISHED_BY
数字经济背景下技术创业企业商业模式创新影响因素及其作用机制研究,哈尔滨工程大学,PUBLISHED_BY
水泥窑用耐磨涂层的制备与研究,辽宁科技大学,PUBLISHED_BY
独花报春属植物系统发育分析及适生区预测,云南师范大学,PUBLISHED_BY
冠心病患者肠道菌群与左室重构的关联及DNA甲基化对其影响的研究,华南理工大学,PUBLISHED_BY
中医数字辨证知识表示与推理方法应用研究,湖南中医药大学,PUBLISHED_BY
基于仿人机械臂的多模态主动感知实现,烟台大学,PUBLISHED_BY
基于大模型远程监督的实体—关系抽取研究,曲阜师范大学,PUBLISHED_BY
陕北地区乡村公共体育设施健康服务效能评价研究,西安建筑科技大学,PUBLISHED_BY
基于FPGA的同态加密计算加速硬件设计与实现,电子科技大学,PUBLISHED_BY
数字媒体赋能贵州文旅产业转型升级研究,贵州民族大学,PUBLISHED_BY
人工智能应用、知识溢出与供应链效率,云南财经大学,PUBLISHED_BY
基于线性光学元件和光子的量子信息处理,中国科学技术大学,PUBLISHED_BY
面向力敏传感的导电弹性体复合材料的结构化设计、性能研究及有限元分析,北京化工大学,PUBLISHED_BY
多组分二维共价有机框架的分步构筑及其光催化性能调控,江南大学,PUBLISHED_BY
基于行为改变理论的久坐办公群体健身产品设计研究,江南大学,PUBLISHED_BY
武汉市空气污染物短期暴露与早期婴幼儿呼吸系统疾病住院风险研究,武汉大学,PUBLISHED_BY
作文自动评分模型的研究与实现,新疆师范大学,PUBLISHED_BY
临床患者分离系列肺炎克雷伯菌的流行特征及比较基因组学研究,中国医科大学,PUBLISHED_BY
数字弱势群体权利的法律保护研究,哈尔滨商业大学,PUBLISHED_BY
香叶木素生物合成催化酶FNS/FLS在E.coli中的异源表达及催化过程研究,湖南大学,PUBLISHED_BY
基于深度学习的交通标志识别研究,华北理工大学,PUBLISHED_BY
健康中国视域下农村居民健康素养提升研究,吉林大学,PUBLISHED_BY
基于BiTCN和预训练的文本情感分析研究,安徽理工大学,PUBLISHED_BY
基于多源异构信息融合的潜在工艺失效模式的机器识别,南昌大学,PUBLISHED_BY
柠檬酸杆菌的基因组及其药物敏感性研究,齐鲁工业大学,PUBLISHED_BY
数字孪生驱动的设备寿命预测和维护决策研究,杭州电子科技大学,PUBLISHED_BY
氧化石墨烯负载芳香亚胺钯双（多）金属催化分子薄膜的制备及催化Suzuki偶联反应,郑州大学,PUBLISHED_BY
钴、钼基纳米材料的制备、改性及电解水催化性能研究,上海理工大学,PUBLISHED_BY
科技赋能基层治理模式研究,山西大学,PUBLISHED_BY
中青年脑卒中患者益处发现及其相关影响因素的研究,苏州大学,PUBLISHED_BY
基于深度学习的低质图像修饰技术研究,西安建筑科技大学,PUBLISHED_BY
健康行为干预技术在移动减重系统中的设计与应用,浙江大学,PUBLISHED_BY
鲁棒文本水印的智能化方法研究,中国科学技术大学,PUBLISHED_BY
基于MEMS和无线通信的余震流动监测预警原型系统设计研究,中国地震局工程力学研究所,PUBLISHED_BY
黑龙江省西部有机物料还田对土壤微生物固碳机制的影响,黑龙江八一农垦大学,PUBLISHED_BY
肝癌介入手术机器人系统设计及控制策略研究,燕山大学,PUBLISHED_BY
我国食管癌筛查对受筛者焦虑、抑郁影响的探索性研究,北京协和医学院,PUBLISHED_BY
人工智能辅助超声造影诊断直径≤30mm肝细胞癌的应用研究,中国人民解放军陆军军医大学,PUBLISHED_BY
关键特征感知与增强的医学图像分割方法研究,吉林大学,PUBLISHED_BY
基于人脸识别的船舶驾驶员疲劳检测系统的研究_,桂林电子科技大学,PUBLISHED_BY
基于深度学习的新闻自动摘要技术研究,长春工业大学,PUBLISHED_BY
几类不连续传染病系统动力学研究,华侨大学,PUBLISHED_BY
先进超纯高阻硅探测器特殊芯片的研发制作,湘潭大学,PUBLISHED_BY
小尺寸铂基纳米材料表面调控与催化性能研究,苏州大学,PUBLISHED_BY
宫颈癌患者社会支持、心理一致感和抑郁、焦虑症状的关系研究,中国医科大学,PUBLISHED_BY
慢乙肝骨量减少风险评估模型的建立及疏肝健脾益肾方干预的疗效评价,广州中医药大学,PUBLISHED_BY
一类受疫苗因素影响的随机传染病动力学方程的持久解,长春工业大学,PUBLISHED_BY
电催化天然氨基酸S-O/C-O成键反应研究,湖北大学,PUBLISHED_BY
城市社区老年群体医疗服务供给问题研究,山东大学,PUBLISHED_BY
基于CMOS传感器和机器视觉的核辐射探测技术研究,北京科技大学,PUBLISHED_BY
基于深度学习的视网膜血管分割算法研究与应用,太原师范学院,PUBLISHED_BY
靶向E-选择素的鬼臼毒素偶联药物的设计合成及其抗肿瘤活性研究,天津科技大学,PUBLISHED_BY
新辅助放化疗后局部进展期直肠癌消退程度的影响因素研究及临床评估方法的开发,中国人民解放军海军军医大学,PUBLISHED_BY
排舞运动对特殊教育学生心理健康干预的实验研究,中国天津,PUBLISHED_BY
基于机器视觉的工件高精度尺寸测量方法研究,重庆理工大学,PUBLISHED_BY
基于分离式霍普金森压杆系统的金属动态压入测试表征研究,太原理工大学,PUBLISHED_BY
面向海参池塘养殖的便携式渔业机器人研制,大连海洋大学,PUBLISHED_BY
生成式人工智能的侵权责任研究,吉林大学,PUBLISHED_BY
四川省突发公共卫生事件医疗救治体系存在的问题与对策研究,四川大学,PUBLISHED_BY
人脑学习与记忆机制启发的卷积神经网络持续学习方法,中国科学技术大学,PUBLISHED_BY
先进封装器件力学可靠性及振动特性研究,暨南大学,PUBLISHED_BY
基于知识图谱的增强个性化学习推荐系统,电子科技大学,PUBLISHED_BY
智慧居家养老产品服务系统设计研究,山东建筑大学,PUBLISHED_BY
鸽子学习进程的价值分布演化规律与抉择机制解析及建模,郑州大学,PUBLISHED_BY
老年慢性肾脏病蛋白尿患者中医证型及相关因素的研究,山西省中医药研究院,PUBLISHED_BY
二氧化锡基复合材料的制备及性能研究,西安工程大学,PUBLISHED_BY
IGF2BP2通过m6A甲基化修饰调控Slug促进头颈鳞癌淋巴转移的机制研究,重庆医科大学,PUBLISHED_BY
一株对核盘菌具有强拮抗作用的蜡样芽孢杆菌及其基因组学和转录组学分析,海南大学,PUBLISHED_BY
数字化转型背景下教育科技企业创新绩效影响机制研究,上海外国语大学,PUBLISHED_BY
中小微企业信贷风险评估与信贷决策算法研究,沈阳师范大学,PUBLISHED_BY
抗菌肽LRGG的原核表达与功能验证,吉林农业大学,PUBLISHED_BY
日常生活类Vlog中的身体叙事与自我建构,贵州大学,PUBLISHED_BY
湖南传统发酵蔬菜乳酸菌产有机酸特性、机制及其对青贮发酵品质的影响,江苏大学,PUBLISHED_BY
基于图神经网络的抗癌药物响应预测,天津科技大学,PUBLISHED_BY
LncRNA UCA1通过靶向microRNA-143调控宫颈癌进展和耐药性的研究,吉林大学,PUBLISHED_BY
烯胺酮参与的芳环化反应合成吡唑和噻唑类化合物,江西师范大学,PUBLISHED_BY
蔷薇属的叶绿体基因组特征与系统学研究,云南师范大学,PUBLISHED_BY
基于太阳能利用的城市住区空间布局智能优化设计研究,山东建筑大学,PUBLISHED_BY
使用人工智能辅助工具对中国英语学习者故事写作的影响,北京外国语大学,PUBLISHED_BY
Keggin型多酸/沸石咪唑骨架衍生的电催化剂及性能研究,湖南大学,PUBLISHED_BY
